ID,Name,Win,Loss,Draw,height,stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
3083,Edimilson Souza,15,5,0,6' 0,1,4.65,44,2.91,58,0,0,50,0
3084,Livinha Souza,14,4,0,5' 3,1,1.75,45,3.6,56,2.54,45,40,1.4
3085,Bruno Souza,10,3,0,5' 10,1,3.73,39,5.3,45,0.5,16,60,0
3086,Ketlen Souza,15,4,0,5' 3,1,5.11,66,3.49,56,0.76,50,62,0.8
3087,Heraldo Souza,9,2,1,5' 11,1,1.62,33,1.62,50,0,0,0,0
3088,Charon Spain,14,26,0,5' 9,0,0,0,0,0,0,0,0,0
3089,Chris Spang,6,3,0,6' 2,1,1.83,36,1.95,60,0,0,50,0.9
3090,Andreas Spang,9,3,0,6' 1,0,0,0,0,0,0,0,0,0
3091,Ryan Spann,22,10,0,6' 5,1,3.3,40,3.9,43,1.32,35,50,1.7
3092,Ron Sparks,8,3,0,6' 5,0,0,0,0,0,0,0,0,0
3093,Tommy Speer,21,7,0,5' 10,1,2.56,51,5.12,35,2.02,33,33,0
3094,Patrick Speight,7,3,0,6' 1,1,0,0,0,0,0,0,0,0
3095,Sean Spencer,12,6,0,5' 10,1,4.24,32,4.02,60,0.14,33,68,0
3096,Felicia Spencer,9,3,0,5' 6,1,3.21,48,4.54,45,1.18,18,27,0.2
3097,Sam Spengler,9,5,0,5' 11,1,3.27,62,3.27,54,1.75,11,75,1.8
3098,Nick Sperling,3,4,0,0,0,1.4,25,1.4,66,0,0,0,0
3099,Mario Sperry,13,4,0,6' 2,1,2.81,52,1.53,47,2.09,42,71,1.4
3100,Eric Spicely,12,6,0,6' 1,1,3.71,45,5.72,55,1.31,20,75,1
3101,Waachiim Spiritwolf,12,13,1,5' 8,0,10,100,10,0,0,0,0,0
3102,Daniel Spitz,6,3,0,6' 7,1,2.6,35,5.3,46,0.74,66,0,0
3103,Serghei Spivac,17,5,0,6' 3,1,3.49,49,3.77,48,4.56,65,63,0.6
3104,Daniel Spohn,15,6,0,6' 4,3,2.42,49,1.6,53,0,0,28,2.5
3105,Pete Spratt,25,23,0,5' 9,1,1.63,48,1.33,55,0.3,100,46,0.3
3106,Austin Springer,12,4,0,5' 8,1,3.54,57,3.15,41,3.37,40,100,0.8
3107,Georges St-Pierre,26,2,0,5' 11,1,3.78,53,1.4,72,4.16,74,83,1.1
3108,Bobby Stack,8,3,0,5' 9,1,1,20,2.89,34,7.48,45,100,0
3109,Andreas Stahl,10,4,0,5' 11,1,2.83,37,4.74,57,1.55,66,80,0
3110,Ron Stallings,14,8,0,6' 2,3,3.22,60,3.26,51,0,0,71,0
3111,Cody Stamann,21,8,1,5' 6,1,4.32,46,3.91,60,2.17,37,76,0
3112,Cristina Stanciu,5,2,0,5' 3,1,2.5,50,3.07,52,0.85,100,40,1.7
3113,Brian Stann,12,6,0,6' 1,1,3.28,42,2.65,59,0.12,12,60,0.3
3114,Josh Stansbury,4,8,0,6' 2,1,3.22,54,3.54,54,0,0,87,1
3115,Dion Staring,35,14,0,6' 1,1,1.09,37,5,47,0,0,33,0
3116,Lucas Stark,1,5,0,0,0,1.6,25,3.2,66,12,100,0,0
3117,Clifford Starks,13,3,0,6' 0,1,1.94,33,2.49,58,1.94,100,60,0
3118,Kalib Starnes,17,11,1,6' 3,1,2.71,48,4.43,53,1.46,33,25,0.6
3119,Laureano Staropoli,9,5,0,6' 1,1,3.31,34,3.73,54,0.83,26,48,0
3120,Damian Stasiak,10,6,0,5' 5,1,1.86,36,3.1,52,2.64,35,43,0.6
3121,Adam Steele,0,1,0,0,0,0,0,0,0,0,0,0,0
3122,Dominique Steele,14,9,0,5' 10,1,2.32,49,2.42,50,2.95,42,76,0
3123,Ricky Steele,6,0,0,5' 9,1,4.07,70,2.93,50,0,0,91,0
3124,Kody Steele,7,0,0,5' 9,1,5.27,40,5.27,60,0,0,100,0
3125,Eric Steenberg,5,1,0,0,0,0,0,0,0,0,0,0,0
3126,Steve Steinbeiss,9,4,0,6' 3,1,3.92,55,1.86,49,0.44,50,58,0
3127,Ray Steinbeiss,14,7,0,5' 11,1,0,0,0,100,0,0,0,0
3128,Dmitri Stepanov,0,1,0,6' 3,1,0,0,0,0,0,0,0,0
3129,Jeremy Stephens,28,19,0,5' 9,1,3.17,40,3.05,58,1.16,38,65,0.4
3130,Aljamain Sterling,24,5,0,5' 7,1,4.41,52,2.21,58,2.51,29,42,0.7
3131,Marc Stevens,21,10,0,5' 9,0,0.45,26,1.79,46,0,0,0,0
3132,Joe Stevenson,33,16,0,5' 7,1,2.05,44,2.44,60,2.75,44,39,2.2
3133,Maia Stevenson,6,5,0,5' 4,1,1.57,54,3.13,33,3.91,100,50,0
3134,Luke Stewart,6,3,0,5' 11,1,3.75,56,2.34,53,3.75,33,50,1.9
3135,Darren Stewart,12,8,0,6' 0,1,3.05,45,3.29,48,1.75,45,67,0.1
3136,Kyle Stewart,11,3,0,6' 0,1,1.41,35,2.42,43,1.32,20,60,0
3137,Alex Stiebling,19,11,1,6' 2,3,1.77,42,1.45,52,0.35,66,66,0.7
3138,Tyler Stinson,30,10,0,6' 3,0,2.8,23,4.6,56,0.5,100,0,0.5
3139,Navajo Stirling,6,0,0,6' 4,1,5.82,56,2.55,58,0,0,72,0
3140,Dan Stittgen,12,5,0,6' 1,1,2.97,46,4.42,37,0.78,100,100,0
3141,Lazar Stojadinovic,12,5,0,5' 7,3,1.82,29,1.97,59,0,0,0,0
3142,Denis Stojnic,13,3,0,6' 0,1,1.51,23,6.06,36,0,0,80,1
3143,Julija Stoliarenko,11,9,2,5' 7,1,2.49,39,4.54,46,0.93,27,54,1.7
3144,Dustin Stoltzfus,16,6,0,6' 0,1,3.47,44,3.29,46,2.31,41,46,1.1
3145,Niklas Stolze,12,6,0,6' 1,2,2.12,48,2.25,49,0.66,100,55,0.7
3146,Ken Stone,11,4,0,5' 8,3,3.85,49,2.9,48,1.24,33,60,0.6
3147,Ryan Stonitsch,8,1,0,5' 9,3,2.53,36,2.53,71,0,0,0,0
3148,George Stork,7,9,0,5' 10,0,0,0,0,0,0,0,0,0
3149,Rick Story,19,9,0,5' 9,3,3.8,41,2.17,62,2.53,48,63,0.9
3150,Darko Stosic,13,4,0,6' 0,1,2.61,45,4.04,58,3.42,50,83,0
3151,Greg Stott,0,1,0,5' 7,3,0,0,0,0,0,0,0,0
3152,Curtis Stout,11,12,1,6' 1,3,0.69,67,3.2,29,0,0,20,0
3153,Sam Stout,20,12,1,5' 9,1,4.17,28,4.08,57,0.63,38,77,0.1
3154,Tim Stout,12,10,0,5' 11,0,0,0,0,0,0,0,0,0
3155,Jesse Strader,5,3,0,5' 7,1,5.03,51,5.28,47,3.87,57,100,0
3156,Gennaro Strangis,0,1,0,0,0,0,0,0,0,0,0,0,0
3157,Dave Strasser,25,8,0,5' 10,1,3.04,45,1.88,59,0.72,33,33,0
3158,Daniel Straus,24,7,0,5' 7,0,4.76,43,2.99,57,0.84,15,81,1.1
3159,Gerald Strebendt,9,7,0,5' 9,1,0,0,4,38,0,0,0,16.4
3160,Sean Strickland,29,6,0,6' 1,1,6.01,42,4.48,61,0.78,64,77,0.2
3161,Mark Striegl,18,4,0,5' 8,3,1.4,45,4.07,40,0,0,66,0
3162,Hans Stringer,22,8,3,6' 3,1,3.16,61,2.84,41,2.4,36,62,0
3163,Stefan Struve,33,13,0,6' 11,1,3.12,47,4.04,46,0.56,46,55,1.7
3164,Josh Stuart,1,4,0,5' 9,0,0,0,0,0,0,0,0,0
3165,Mike Stumpf,11,4,0,5' 10,0,3.34,43,8.85,47,1.59,25,33,0.8
3166,Kyle Sturgeon,0,1,0,6' 3,2,0,0,0,0,0,0,0,0
3167,Tatiana Suarez,11,0,0,5' 5,3,4.27,63,1.38,51,6.2,61,100,0.9
3168,Masanori Suda,22,11,3,5' 9,1,1.8,50,1.2,63,0,0,60,0
3169,Genki Sudo,15,4,2,5' 9,1,1.55,39,2.23,33,3.58,60,50,4.2
3170,Lucasz Sudolski,8,1,0,6' 4,1,5.7,67,4.89,28,0,0,100,0
3171,Daisuke Sugie,10,8,1,5' 6,1,0,0,0.22,80,3.27,50,0,3.3
3172,Takashi Sugiura,1,3,0,5' 11,3,1.37,40,2.08,53,1.33,66,0,0
3173,Naho Sugiyuma,12,5,0,5' 1,0,2.59,48,2.45,71,2.05,100,66,0
3174,George Sullivan,17,7,0,6' 0,1,3.53,39,2.42,57,1.37,20,38,0.7
3175,Amar Suloev,24,7,0,5' 9,1,1.98,37,2.19,70,0.27,100,88,0.3
3176,Magomed Sultanakhmedov,18,6,0,6' 2,3,0,0,2.4,42,9,100,0,9
3177,Justin Sumter,7,3,0,6' 2,3,2.68,48,7.64,34,2.87,100,0,0
3178,Sumudaerji,16,7,0,5' 8,3,4.72,53,3.09,60,0.23,25,66,0.9
3179,Rama Supandhi,8,4,0,5' 5,3,2.2,42,3.53,48,1,11,0,0
3180,Aji Susilo,6,4,0,5' 10,0,0,0,0,0,0,0,0,0
3181,Jason Suttie,0,1,0,6' 0,1,2.07,83,4.97,36,0,0,0,0
3182,Joel Sutton,2,4,1,5' 11,1,0,0,0,0,0,0,0,0
3183,Chad Sutton,2,2,0,6' 1,0,0,0,0,0,0,0,0,0
3184,Danilo Suzart,9,2,0,6' 0,1,4.09,55,11.73,51,0,0,0,0
3185,Martin Svensson,15,6,0,6' 1,0,2.02,38,5.91,38,0,0,0,0
3186,Daniel Swain,20,10,1,5' 9,1,0.8,44,3.2,40,0,0,0,6
3187,Cub Swanson,30,14,0,5' 8,1,4.79,51,4,59,1.01,50,63,0.4
3188,Mike Swick,15,6,0,6' 1,1,2.36,37,2.29,54,1.06,50,61,0.6
3189,Floyd Sword,12,3,0,6' 0,1,0.78,42,1.57,40,0,0,33,0
3190,Oumar Sy,11,0,0,6' 4,1,4.81,59,1.71,73,3.21,40,100,0.8
3191,Klaudia Sygula,6,2,0,5' 8,1,1.89,37,6,36,0,0,33,0
3192,Bentley Syler,5,1,0,5' 4,1,1.3,18,1.73,79,0,0,75,0
3193,Kevin Syler,10,1,0,5' 9,2,5.6,69,4.03,48,1,40,77,2
3194,Leo Sylvest,10,16,0,5' 11,1,0,0,6.58,27,0,0,0,0
3195,Tony Sylvester,11,3,0,6' 1,3,0,0,10.12,12,0,0,0,0
3196,Tim Sylvia,31,10,0,6' 8,1,4.23,41,2.61,61,0.11,100,75,0.1
3197,Kevin Szaflarski,11,2,0,6' 5,1,1.13,28,8.07,30,0,0,0,0
3198,Bartosz Szewczyk,8,3,1,6' 4,1,2.7,33,3.52,47,0,0,0,0
3199,Osamu Tachihikari,0,4,0,6' 5,1,0,0,0,0,0,0,0,0
3200,Amber Tackett,1,3,0,0,0,0,0,0,0,0,0,0,0
3201,Eugenio Tadeu,2,3,0,5' 8,1,0,0,0,0,0,0,0,0
3202,Justin Tafa,7,4,0,6' 0,3,4.09,54,5.02,47,0,0,50,0
3203,Junior Tafa,6,3,0,6' 3,1,3.36,49,2.84,51,0,0,77,0
3204,Khalid Taha,13,5,0,5' 5,1,2.64,32,4.12,46,0,0,61,0.2
3205,Joe Taimanglo,23,7,1,5' 4,0,4.18,42,4.55,59,5.45,40,100,1.4
3206,Tatsuro Taira,16,1,0,5' 7,1,2.99,60,2.69,46,2.73,44,45,1.6
3207,Mairbek Taisumov,27,6,0,5' 9,1,2.98,39,3.03,64,1.34,63,88,0
3208,Nobuhiko Takada,2,6,2,6' 0,3,0.31,24,1.92,39,1.15,20,0,0
3209,Yoshiki Takahashi,30,27,3,5' 11,3,2.26,51,6.47,44,0,0,66,2.3
3210,Yoko Takahashi,15,12,2,5' 8,0,5.11,54,8.78,48,0,0,0,0
3211,Daiju Takase,12,15,2,6' 0,3,0.49,30,1.64,47,0.84,17,21,1.2
3212,Hiroyuki Takaya,21,14,2,5' 6,1,3.18,33,3.16,60,0.9,45,66,0
3213,Yoshihiro Takayama,1,4,0,6' 5,1,3.4,54,5.69,29,0.67,33,55,0
3214,Makoto Takimoto,6,5,0,5' 7,3,1.37,39,1.71,55,1.48,50,25,1.1
3215,Oleg Taktarov,17,5,2,6' 0,1,0,0,0,0,0,0,0,0
3216,Payton Talbott,9,1,0,5' 10,2,6.73,55,3.75,44,0.32,33,75,0.3
3217,Nordine Taleb,15,7,0,6' 1,1,3.66,51,2.62,66,1.94,76,73,0
3218,Murtaza Talha,6,1,0,6' 0,1,4.91,58,8.29,30,0,0,100,0
3219,Tsuyoshi Tamakairiki,0,3,0,6' 0,1,0,0,26.67,50,0,0,0,0
3220,Eli Tamez,10,0,0,5' 7,0,0,0,0,0,0,0,0,0
3221,Kiyoshi Tamura,32,13,3,5' 11,3,2.44,53,1.44,60,0.58,60,45,0.2
3222,Akitoshi Tamura,21,18,2,5' 9,1,3.73,43,1.94,78,0,0,20,1
3223,Issei Tamura,10,8,0,5' 5,1,1.89,53,4.58,44,0.92,25,33,0
3224,Jason Tan,5,3,0,5' 10,1,0.69,29,7.37,18,0,0,0,0
3225,Akihito Tanaka,2,2,0,0,3,0.19,50,2.05,38,5.59,66,0,0
3226,Michinori Tanaka,11,3,0,5' 5,1,1.97,37,1.99,50,2.4,38,43,0.2
3227,Evan Tanner,32,8,0,6' 0,1,3.05,59,2.64,56,2.55,43,25,1.3
3228,Kasey Tanner,6,1,0,5' 7,1,6.6,50,6.67,63,2,33,0,0
3229,Otari Tanzilovi,9,1,0,5' 10,1,4.53,72,3.33,55,4,25,0,0
3230,Manny Tapia,12,14,1,5' 5,1,2.69,21,4.74,58,0.49,40,66,0.2
3231,Gary Tapusoa,8,3,0,5' 7,0,0,0,0,0,0,0,0,0
3232,Miesha Tate,20,9,0,5' 6,1,2.62,45,2.98,51,2.02,31,55,1.3
3233,Aaron Tau,8,1,0,5' 4,2,5.07,56,5,58,0,0,54,0
3234,Deividas Taurosevicius,17,5,0,5' 9,3,2.13,43,1.82,59,2,28,50,0.3
3235,Thiago Tavares,21,7,1,5' 7,1,2,40,2.31,62,3.83,42,62,1.5
3236,Jeremy Tavares,1,6,0,0,0,0,0,0,0,0,0,0,0
3237,Brad Tavares,20,11,0,6' 1,1,3.43,43,3.31,55,0.74,26,80,0
3238,Ramon Taveras,10,3,0,5' 8,3,4.62,44,7.41,57,0,0,100,0
3239,Paul Taylor,11,6,1,6' 0,1,4.44,47,4.47,55,0.27,25,56,0.5
3240,Jesse Taylor,31,15,0,6' 0,1,1.94,65,0.55,38,7.28,50,100,3.1
3241,Torrance Taylor,13,8,1,5' 7,0,0,0,0,0,0,0,0,0
3242,Louis Taylor,13,4,0,5' 11,1,2.06,32,1.24,68,2.48,28,100,0
3243,Anthony Taylor,1,3,0,5' 7,0,0,0,0,0,0,0,0,0
3244,Danielle Taylor,9,4,0,5' 0,1,2.75,29,3.31,71,0.2,20,70,0.2
3245,J.T Taylor,7,7,0,5' 10,0,3.17,80,3.7,26,3.96,100,0,7.9
3246,James Te Huna,16,9,0,6' 2,1,4.04,51,2.99,62,2.75,37,58,0.2
3247,Cam Teague,7,1,0,5' 10,1,5.87,27,20.14,35,0,0,0,0
3248,Shawn Teed,5,2,0,6' 5,1,1.4,42,13.31,21,0,0,0,0
3249,Glover Teixeira,33,9,0,6' 2,1,3.73,49,4.43,51,2.11,33,60,0.9
3250,John Teixeira,21,2,2,5' 7,1,3.36,35,3.2,63,1,27,71,0.7
3251,Ewerton Teixeira,3,1,0,6' 1,0,2,39,3.22,35,0,0,33,0
3252,Tallison Teixeira,7,0,0,6' 7,1,14.87,54,9.74,58,0,0,0,0
3253,Tra Telligman,7,5,1,6' 2,1,1.83,35,3.02,56,0.87,100,80,0
3254,Ramazan Temirov,18,2,0,5' 4,1,8.12,41,1.41,75,0,0,0,0
3255,Taneisha Tennant,5,1,0,5' 7,1,5.67,55,3.4,71,0,0,100,0
3256,Herman Terrado,15,3,1,0,0,0,0,0,0,0,0,0,0
3257,Dave Terrel,7,7,0,5' 8,3,2.62,43,2.8,48,3.28,38,100,0
3258,David Terrell,6,2,0,6' 1,3,2.34,63,2.71,37,5.54,50,0,5.5
3259,James Terry,19,9,0,5' 10,1,3.23,32,4.77,64,3.31,36,75,0
3260,Jeff Terry,2,3,0,6' 2,0,1.09,50,9.27,19,0,0,100,0
3261,David Teymur,8,2,0,5' 9,3,4.69,43,3.53,55,0.94,33,77,0
3262,Daniel Teymur,7,4,0,5' 5,1,3.08,46,3.93,56,0.56,18,60,0.3
3263,Motonobu Tezuka,28,12,7,5' 7,3,0.87,23,2.8,51,1.5,11,0,0.5
3264,Jason Thacker,0,1,0,5' 10,1,0.63,33,17.05,32,0,0,0,0
3265,Alexia Thainara,11,1,0,5' 4,0,6.73,39,3.07,71,3,100,0,1
3266,Brandon Thatch,11,5,0,6' 2,2,2.7,42,3.63,52,1.36,66,50,0.7
3267,Elias Theodorou,16,3,0,6' 1,1,4.19,42,2.39,53,1.27,28,59,0
3268,Nik Theotikos,6,2,0,0,1,0,0,5.48,19,0,0,0,4.8
3269,Paulo Thiago,18,9,0,5' 11,1,1.71,39,1.99,63,1.42,31,63,1.2
3270,Colby Thicknesse,7,0,0,0,1,0,0,0,0,0,0,0,0
3271,Din Thomas,26,9,0,5' 9,1,1.85,37,2.6,59,1.38,52,76,1.2
3272,Ryan Thomas,20,8,0,6' 0,1,2.01,36,4.17,30,5.59,33,0,2.2
3273,Noah Thomas,14,7,0,5' 9,1,0.44,13,4.99,33,0,0,0,1.3
3274,Joel Thomas,5,2,0,5' 10,0,0,0,0,0,0,0,0,0
3275,Treston Thomison,10,6,0,5' 8,0,0,0,0,0,0,0,0,0
3276,Nick Thompson,38,14,1,6' 1,1,1.87,42,1.8,49,1.06,100,35,2.6
3277,James Thompson,20,16,0,6' 5,1,5.13,52,3.19,41,3.14,36,53,1.3
3278,Oli Thompson,17,10,0,6' 1,1,1.66,46,5.31,46,0,0,50,0.5
3279,Stephen Thompson,17,8,1,6' 0,1,4.11,46,3.02,55,0.25,41,63,0
3280,Josh Thomson,22,9,0,5' 10,1,2.59,47,2.12,64,1.92,39,54,1.3
3281,Simeon Thoresen,17,6,1,6' 1,1,3.85,43,3.85,64,1.12,40,50,1.7
3282,Josh Thornburg,8,8,0,6' 0,0,1.2,50,3.13,38,2,66,42,2
3283,Gleison Tibau,33,14,0,5' 10,3,1.95,31,2.51,63,4.08,53,92,0.8
3284,Chris Tickle,9,9,0,5' 9,0,1.07,40,1.13,43,1,25,20,2
3285,Nolan Ticman,4,3,0,5' 6,1,2.57,47,2.53,67,0,0,60,0
3286,Darren Till,18,5,1,6' 0,3,2.3,46,3.31,56,0.55,46,69,0
3287,Brett Tillis,0,0,0,0,0,0,0,0,0,0,0,0,0
3288,Denis Tiuliulin,10,10,0,6' 1,1,3.61,41,5.23,38,0.96,42,72,0
3289,Ryan Tobar,3,3,0,0,0,0,0,0,0,0,0,0,0
3290,Andrew Todhunter,8,0,0,6' 0,2,0,0,0,0,0,0,0,0
3291,Dusko Todorovic,12,5,0,6' 1,1,5.35,57,4.8,46,0.92,12,45,0
3292,Tuco Tokkos,10,5,0,6' 4,1,2.51,38,4.99,48,2.65,40,33,0
3293,Hideo Tokoro,34,29,2,5' 7,1,1.78,37,2.01,65,0.87,34,44,2.3
3294,Anatoly Tokov,25,2,0,5' 10,0,3.51,72,0.54,66,2.03,100,100,0
3295,Kazuki Tokudome,18,7,1,5' 11,3,2.26,41,3.63,53,2,38,78,0
3296,Puja Tomar,9,4,0,5' 4,3,6.33,47,5.6,44,0,0,100,0
3297,Tyler Toner,15,7,0,5' 8,1,2.95,52,2.13,62,0,0,54,0.4
3298,James Toney,0,1,0,5' 9,1,0,0,2.41,27,0,0,0,0
3299,Masanori Tonooka,1,2,0,5' 8,1,0.16,5,1.09,36,0,0,0,0
3300,Carl Toomey,3,3,0,0,0,0,0,0,0,0,0,0,0
3301,Ilia Topuria,16,0,0,5' 7,1,4.69,47,3.84,64,2.02,61,92,1.1
3302,Aleksandre Topuria,5,1,0,0,0,0,0,0,0,0,0,0,0
3303,Anthony Torres,5,3,0,5' 8,1,3.54,48,7.52,45,0,0,100,2.2
3304,Miguel Torres,44,9,0,5' 9,1,3.98,43,1.86,74,0,0,17,1.6
3305,Ronys Torres,35,5,0,5' 7,1,0.87,26,1.93,57,4,47,16,0.5
3306,Haven Torres,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Alex Torres,5,4,0,5' 10,1,2.47,37,2.73,69,2,22,50,0
3308,Abram Torres,4,3,0,5' 10,0,0,0,0,0,0,0,0,0
3309,Jose Torres,8,1,0,5' 4,1,4.37,36,9.84,50,1.28,33,75,0
3310,Desmond Torres,7,2,0,5' 6,1,4.8,64,11.78,48,0,0,100,0
3311,Manuel Torres,15,3,0,5' 10,2,7.17,55,4.53,52,2.26,66,88,1.1
3312,Eduardo Torres Caut,16,2,0,5' 7,1,1.1,34,1.24,65,2.06,33,50,0
3313,Salim Touahri,10,4,0,5' 10,1,2.6,46,2.87,58,0,0,83,0
3314,Dequan Townsend,21,12,0,6' 3,1,1.23,34,3.92,38,0,0,46,0
3315,Minoru Toyonaga,2,5,0,5' 11,3,0,0,0,0,0,0,0,0
3316,Slim Trabelsi,5,0,0,6' 3,0,0,0,0,0,0,0,0,0
3317,Roberto Traven,6,4,1,6' 3,1,0.92,50,2.77,57,0,0,0,0
3318,Bryan Travers,15,4,0,0,0,2.33,48,3.93,55,2,28,63,0
3319,Alexander Trevino,7,7,0,0,0,0,0,0,0,0,0,0,0
3320,Francisco Trevino,13,3,0,5' 9,1,2.65,42,2.42,64,0.97,22,41,0
3321,Angelo Trevino,7,3,0,5' 11,2,5.19,54,3.9,47,0,0,100,0
3322,Frank Trigg,21,9,0,5' 9,3,2.79,46,1.9,56,2.35,47,75,0.8
3323,Francisco Trinaldo,28,9,0,5' 9,3,3.13,45,2.67,60,0.98,42,60,0.5
3324,Damien Trites,7,6,0,5' 11,0,0,0,0,0,0,0,0,0
3325,Michael Trizano,11,3,0,5' 11,1,3.63,53,4.4,50,0.36,66,72,0.5
3326,Antonio Trocoli,12,5,0,6' 6,1,1.29,50,5.79,23,0.84,11,50,0.8
3327,Tor Troeng,16,7,1,6' 2,1,1.16,46,3.26,32,0.62,7,66,0.3
3328,Aaron Trujillo,0,1,0,5' 5,0,0,0,0,0,0,0,0,0
3329,Reynaldo Trujillo,21,19,0,5' 9,0,0,0,0,0,0,0,0,0
3330,Abel Trujillo,15,8,0,5' 8,1,2.65,41,2.31,59,2.18,45,40,0.4
3331,Arman Tsarukyan,22,3,0,5' 7,1,3.79,48,1.84,53,3.25,37,75,0
3332,Rei Tsuruya,10,0,0,5' 6,1,2.28,60,1.31,46,5.45,50,50,2.5
3333,Chris Tuchscherer,21,4,0,6' 2,1,1.35,31,3.17,47,1.19,18,0,0.6
3334,Jon Tuck,10,5,0,5' 11,1,3,40,3.74,60,0.42,33,50,1
3335,Gavin Tucker,13,3,0,5' 6,3,4.29,44,4.18,57,3.13,44,53,1.5
3336,Jumabieke Tuerxun,19,4,1,5' 7,1,1.6,28,3.08,59,0.47,11,66,0.9
3337,Tom Tuggle,0,3,0,6' 2,1,0,0,2.14,0,32.14,100,0,0
3338,Blair Tugman,10,6,0,6' 0,0,2.25,53,0.93,50,7.5,60,0,0
3339,Tai Tuivasa,15,8,0,6' 2,3,3.77,46,5.18,44,0,0,57,0
3340,Zubaira Tukhugov,20,6,1,5' 8,1,3.17,39,3.07,63,2.13,39,100,0
3341,Teila Tuli,0,1,0,6' 0,1,0,0,0,0,0,0,0,0
3342,Marco Tulio,13,1,0,6' 0,1,5.02,51,2.68,58,1.17,20,0,0.6
3343,Nyamjargal Tumendemberel,8,1,0,5' 7,1,3.13,38,3.29,51,2.42,31,52,2.4
3344,Albert Tumenov,18,4,0,5' 11,1,3.76,42,3.34,58,0.2,20,75,0
3345,Ricky Turcios,13,5,0,5' 9,1,4.73,40,3.72,52,0.91,20,44,0.4
3346,Anton Turkalj,8,4,0,6' 4,1,2.45,42,3.42,54,4.98,41,16,0
3347,Wellington Turman,18,8,0,6' 0,1,3.23,51,4.17,45,1.55,20,42,0.8
3348,Courtney Turner,0,3,0,6' 2,0,0,0,0,0,0,0,0,0
3349,Jalin Turner,14,8,0,6' 3,3,5.6,48,4.57,41,0.79,55,74,1.1
3350,Austin Tweedy,8,2,0,5' 9,1,4.29,66,6.43,0,0,0,0,0
3351,Marcin Tybura,26,9,0,6' 3,1,3.57,49,3.26,55,1.42,33,77,0.1
3352,Takeru Uchida,6,1,0,5' 5,3,0,0,0,0,0,0,0,4.4
3353,Alberto Uda,12,2,0,6' 3,1,1.79,52,3.49,45,2.83,50,66,0
3354,Ryuki Ueyama,12,18,5,5' 11,3,0.13,21,1.4,46,0.5,100,0,1.5
3355,Christian Uflacker,5,0,0,5' 11,0,0,0,0,0,0,0,0,0
3356,Andy Uhrich,11,6,0,6' 0,0,0,0,0,0,0,0,0,0
3357,Tagir Ulanbekov,16,2,0,5' 7,3,3.13,47,3.2,49,3.56,47,63,1.7
3358,Carlos Ulberg,12,1,0,6' 4,1,7.2,56,4.27,50,0.72,75,83,0.2
3359,Gasan Umalatov,17,4,2,5' 11,1,2.23,39,4.1,59,0.75,17,90,0
3360,Jeremy Umphries,5,2,0,0,0,0,0,0,0,0,0,0,0
3361,Zach Underwood,13,7,0,6' 2,0,0,0,0,0,0,0,0,0
3362,Caol Uno,33,19,5,5' 7,3,1.91,49,1.9,50,1.95,31,37,0.5
3363,Kengo Ura,14,12,2,5' 9,0,1.05,37,2.38,48,2.85,28,50,1.4
3364,Logan Urban,5,1,0,6' 0,1,2.55,66,16.6,27,0,0,0,0
3365,Hector Urbina,17,10,1,5' 11,1,0.97,38,2.44,39,0,0,38,3.8
3366,Elias Urbina,3,1,0,6' 3,3,3.85,37,6.17,50,0,0,0,0
3367,Gilbert Urbina,7,4,0,6' 3,1,5.61,57,4.61,44,3.01,44,0,0.8
3368,Nick Urso,10,3,0,5' 6,3,3.61,45,5.06,36,0,0,0,0
3369,Yasuhiro Urushitani,21,8,6,5' 5,3,3.47,39,4.71,65,0,0,80,0
3370,Sho Patrick Usami,4,1,0,5' 9,1,0,0,0,0,0,0,0,0
3371,Kamaru Usman,20,4,0,6' 0,2,4.36,52,2.74,54,2.82,45,89,0.1
3372,Mohammed Usman,11,4,0,6' 2,1,3.41,36,4.41,50,0.69,17,60,0
3373,Darren Uyenoyama,10,6,0,5' 6,1,1.34,39,2.21,66,1.42,33,35,0.7
3374,Richie Vaculik,10,4,0,5' 6,1,3.69,46,4.09,57,3,45,31,1
3375,Artem Vakhitov,3,1,0,6' 1,1,3.88,85,0.68,80,0,0,100,0
3376,Egidijus Valavicius,29,12,0,6' 0,1,0,0,0,0,0,0,0,0
3377,Genaro Valdez,10,3,0,5' 9,1,4.08,30,7.16,48,1.54,44,36,0.4
3378,Charlie Valencia,12,7,0,5' 3,1,2.58,37,2.61,77,1.4,53,75,0.5
3379,Robert Valentin,11,4,0,6' 2,1,0.15,50,6.16,19,0,0,66,4.4
3380,Victor Valenzuela,13,6,2,5' 10,0,1.28,100,2.55,0,0,0,0,0
3381,Ivan Valenzuela,8,2,0,6' 2,1,0,0,9.6,33,0,0,0,0
3382,Timur Valiev,18,3,0,5' 6,1,5.19,53,3.33,45,1.73,40,55,0.3
3383,Victor Valimaki,18,10,0,6' 0,1,3.94,30,2.99,67,0.9,14,0,0
3384,Andrew Valladerez,5,7,0,0,0,0,0,0,0,0,0,0,0
3385,Kevin Vallejos,14,1,0,5' 7,2,6.85,51,5.81,55,0,0,66,0
3386,Isaac Vallie-Flagg,16,7,1,5' 8,1,5.56,47,5.6,45,0.2,12,58,0
